name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
F01-F02	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F02-F03	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F06-F07	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F07-F08	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F08-F09	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F09-F10	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F10-F11	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F11-F12	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F12-F13	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
G01-G02	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G02-G03	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G03-G04	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G04-G05	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G05-G06	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G06-G07	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G07-G08	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G08-G09	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G09-G10	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G10-G11	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G11-G12	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
G12-G13	SEEG	µV	n/a	n/a	intracranial	G	512	SEEG	n/a	good	n/a
B01-B02	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B02-B03	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B03-B04	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B04-B05	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B07-B08	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B08-B09	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B09-B10	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
B10-B11	SEEG	µV	n/a	n/a	intracranial	B	512	SEEG	n/a	good	n/a
X01-X02	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X02-X03	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X03-X04	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X04-X05	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X05-X06	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X06-X07	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X07-X08	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X08-X09	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X09-X10	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X10-X11	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X11-X12	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X12-X13	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X13-X14	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X14-X15	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X15-X16	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X16-X17	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
X17-X18	SEEG	µV	n/a	n/a	intracranial	X	512	SEEG	n/a	good	n/a
