name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
F10-F11	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
T01-T02	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T02-T03	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T03-T04	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T04-T05	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T05-T06	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T06-T07	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T07-T08	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T08-T09	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T09-T10	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T10-T11	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T11-T12	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T12-T13	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
T13-T14	SEEG	µV	n/a	n/a	intracranial	T	512	SEEG	n/a	good	n/a
H01-H02	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H02-H03	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H03-H04	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H04-H05	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H05-H06	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H06-H07	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H07-H08	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H08-H09	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H09-H10	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
H10-H11	SEEG	µV	n/a	n/a	intracranial	H	512	SEEG	n/a	good	n/a
W01-W02	SEEG	µV	n/a	n/a	intracranial	W	512	SEEG	n/a	good	n/a
W02-W03	SEEG	µV	n/a	n/a	intracranial	W	512	SEEG	n/a	good	n/a
W03-W04	SEEG	µV	n/a	n/a	intracranial	W	512	SEEG	n/a	good	n/a
W04-W05	SEEG	µV	n/a	n/a	intracranial	W	512	SEEG	n/a	good	n/a
W05-W06	SEEG	µV	n/a	n/a	intracranial	W	512	SEEG	n/a	good	n/a
W06-W07	SEEG	µV	n/a	n/a	intracranial	W	512	SEEG	n/a	good	n/a
O01-O02	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O02-O03	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O03-O04	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O04-O05	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O05-O06	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O06-O07	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O07-O08	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O08-O09	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O09-O10	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O10-O11	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O11-O12	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O12-O13	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O13-O14	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O14-O15	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
P01-P02	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P02-P03	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P03-P04	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P04-P05	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P05-P06	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P06-P07	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P07-P08	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P08-P09	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P09-P10	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P10-P11	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P11-P12	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P12-P13	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P13-P14	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P14-P15	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P15-P16	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
P16-P17	SEEG	µV	n/a	n/a	intracranial	P	512	SEEG	n/a	good	n/a
J01-J02	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J02-J03	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J03-J04	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J04-J05	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J05-J06	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J06-J07	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J07-J08	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J08-J09	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J09-J10	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J10-J11	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J11-J12	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J12-J13	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J13-J14	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
J14-J15	SEEG	µV	n/a	n/a	intracranial	J	512	SEEG	n/a	good	n/a
R01-R02	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R02-R03	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R03-R04	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R04-R05	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R05-R06	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R06-R07	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R07-R08	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R08-R09	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
S01-S02	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
S02-S03	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
S04-S05	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
S05-S06	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
S06-S07	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
S07-S08	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
S08-S09	SEEG	µV	n/a	n/a	intracranial	S	512	SEEG	n/a	good	n/a
Y01-Y02	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y02-Y03	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y03-Y04	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y04-Y05	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y05-Y06	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y06-Y07	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y07-Y08	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y08-Y09	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y09-Y10	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y10-Y11	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y11-Y12	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y15-Y16	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y16-Y17	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
Y17-Y18	SEEG	µV	n/a	n/a	intracranial	Y	512	SEEG	n/a	good	n/a
