name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch	status	status_description
O06-O07	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O07-O08	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O08-O09	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O09-O10	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O10-O11	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O11-O12	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O12-O13	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O13-O14	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
O14-O15	SEEG	µV	n/a	n/a	intracranial	O	512	SEEG	n/a	good	n/a
F01-F02	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F02-F03	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F03-F04	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F04-F05	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F05-F06	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F06-F07	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F07-F08	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
F08-F09	SEEG	µV	n/a	n/a	intracranial	F	512	SEEG	n/a	good	n/a
R01-R02	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R02-R03	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R03-R04	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R04-R05	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R05-R06	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R06-R07	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R07-R08	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
R08-R09	SEEG	µV	n/a	n/a	intracranial	R	512	SEEG	n/a	good	n/a
Z01-Z02	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z02-Z03	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z07-Z08	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z08-Z09	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z09-Z10	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z10-Z11	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z11-Z12	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
Z12-Z13	SEEG	µV	n/a	n/a	intracranial	Z	512	SEEG	n/a	good	n/a
X'01-X'02	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'02-X'03	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'03-X'04	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'04-X'05	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'05-X'06	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'06-X'07	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'07-X'08	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'08-X'09	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'09-X'10	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'10-X'11	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'13-X'14	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'14-X'15	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'15-X'16	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'16-X'17	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
X'17-X'18	SEEG	µV	n/a	n/a	intracranial	X'	512	SEEG	n/a	good	n/a
B'01-B'02	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'02-B'03	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'03-B'04	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'04-B'05	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'06-B'07	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'07-B'08	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'08-B'09	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'09-B'10	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'10-B'11	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'11-B'12	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
B'12-B'13	SEEG	µV	n/a	n/a	intracranial	B'	512	SEEG	n/a	good	n/a
